student_id,user_id,enrollment_year,total_courses_enrolled,courses_completed,courses_abandoned,avg_score_overall,score_trend,total_active_days,days_since_last_activity,avg_weekly_events,avg_session_gap_days,late_submission_rate,label_at_fault,label_dropout,refreshed_at
735,3,2025,6,5,1,69.14,-0.0013,43,0,3.46,2.35,0.0000,0,0,2026-05-01 12:44:16.788+00
736,4,2023,10,7,3,51.98,0.0106,96,0,4.67,1.66,,1,1,2026-05-01 12:44:16.788+00
737,5,2026,7,3,4,66.88,0.0250,4,0,57.50,0.10,0.0000,0,1,2026-05-01 12:44:16.788+00
738,6,2025,5,0,5,48.41,,30,0,3.78,1.71,0.0000,1,1,2026-05-01 12:44:16.788+00
739,7,2026,7,4,3,63.44,0.0120,2,0,142.00,0.01,0.0000,0,1,2026-05-01 12:44:16.788+00
740,8,2023,6,5,1,58.67,,45,8,1.48,4.70,,1,0,2026-05-01 12:44:16.788+00
741,9,2022,10,4,6,49.05,-0.0316,79,423,3.46,1.94,,1,1,2026-05-01 12:44:16.788+00
742,10,2022,9,8,1,58.22,,78,154,2.81,2.71,,1,0,2026-05-01 12:44:16.788+00
743,11,2023,9,8,1,47.46,,75,0,2.78,2.70,,1,0,2026-05-01 12:44:16.788+00
744,12,2026,5,3,2,57.74,0.0388,1,0,104.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
745,1,2024,7,5,2,40.37,,61,0,3.21,2.42,,1,0,2026-05-01 12:44:16.788+00
746,2,2023,8,4,4,74.81,0.0568,65,0,4.06,1.81,0.0000,0,1,2026-05-01 12:44:16.788+00
747,3,2024,6,2,4,61.16,,45,0,2.28,3.80,0.0000,1,1,2026-05-01 12:44:16.788+00
748,4,2026,5,5,0,73.68,-0.0297,4,0,55.00,0.10,0.0000,0,0,2026-05-01 12:44:16.788+00
749,5,2022,10,8,2,55.24,,85,63,2.34,3.15,,1,0,2026-05-01 12:44:16.788+00
750,6,2024,6,4,2,50.30,,50,0,2.69,2.99,0.0000,1,1,2026-05-01 12:44:16.788+00
751,7,2026,4,3,1,73.27,-0.0465,4,0,27.50,0.18,0.0000,0,0,2026-05-01 12:44:16.788+00
752,8,2023,8,3,5,60.70,,56,0,6.07,1.24,,1,1,2026-05-01 12:44:16.788+00
753,9,2024,8,7,1,75.15,-0.0158,65,0,4.43,1.57,0.0000,0,0,2026-05-01 12:44:16.788+00
754,10,2025,7,6,1,71.62,0.0153,58,0,3.04,3.64,0.1429,0,0,2026-05-01 12:44:16.788+00
755,11,2025,7,5,2,67.20,0.0081,32,0,3.77,1.94,0.0667,0,0,2026-05-01 12:44:16.788+00
756,12,2023,9,8,1,51.74,,73,146,1.80,4.38,,1,0,2026-05-01 12:44:16.788+00
757,1,2024,8,7,1,51.69,-0.0908,56,0,1.82,5.08,0.1429,1,0,2026-05-01 12:44:16.788+00
758,2,2026,6,4,2,71.69,-0.0116,2,0,50.50,0.04,0.0000,0,1,2026-05-01 12:44:16.788+00
759,3,2025,6,6,0,66.05,,46,0,2.26,4.30,0.2000,0,0,2026-05-01 12:44:16.788+00
760,4,2024,5,4,1,58.17,,39,83,2.41,3.54,0.0000,1,0,2026-05-01 12:44:16.788+00
761,5,2026,7,4,3,73.87,0.0498,2,0,72.00,0.02,0.0000,0,1,2026-05-01 12:44:16.788+00
762,6,2024,8,8,0,57.99,0.0137,75,0,4.68,1.34,0.0000,1,0,2026-05-01 12:44:16.788+00
763,7,2025,6,5,1,57.81,,42,2,2.38,4.17,0.1111,1,0,2026-05-01 12:44:16.788+00
764,8,2025,4,4,0,68.81,,43,0,2.35,3.46,0.0000,0,0,2026-05-01 12:44:16.788+00
765,9,2024,7,6,1,74.32,0.0484,77,0,3.46,2.02,0.0000,0,0,2026-05-01 12:44:16.788+00
766,10,2025,7,3,4,58.62,,41,0,3.29,2.42,0.0000,1,1,2026-05-01 12:44:16.788+00
767,11,2025,5,4,1,62.09,-0.0166,34,0,4.16,1.99,0.0000,1,0,2026-05-01 12:44:16.788+00
768,12,2023,7,5,2,73.04,-0.0331,55,0,6.44,0.93,0.0000,0,0,2026-05-01 12:44:16.788+00
769,1,2024,7,5,2,46.53,,51,0,1.91,3.76,0.0000,1,0,2026-05-01 12:44:16.788+00
770,2,2022,7,5,2,49.22,,62,20,3.50,1.97,,1,0,2026-05-01 12:44:16.788+00
771,3,2023,10,8,2,57.42,,80,0,3.52,2.32,,1,0,2026-05-01 12:44:16.788+00
772,4,2025,5,3,2,58.39,,37,9,3.07,4.48,0.0000,1,1,2026-05-01 12:44:16.788+00
773,5,2023,9,6,3,47.43,0.0002,77,66,3.64,1.88,,1,1,2026-05-01 12:44:16.788+00
774,6,2025,7,4,3,51.52,,48,0,1.89,5.67,,1,1,2026-05-01 12:44:16.788+00
775,7,2023,8,4,4,66.99,,72,0,2.83,2.49,0.0000,0,1,2026-05-01 12:44:16.788+00
776,8,2022,8,8,0,69.63,,73,3,2.13,3.73,,0,0,2026-05-01 12:44:16.788+00
777,9,2022,10,8,2,40.70,0.0413,76,6,4.57,1.69,,1,0,2026-05-01 12:44:16.788+00
778,10,2022,9,6,3,44.99,,78,64,3.30,2.05,,1,1,2026-05-01 12:44:16.788+00
779,11,2025,7,3,4,60.38,,49,2,3.27,3.46,0.0000,1,1,2026-05-01 12:44:16.788+00
780,12,2024,7,4,3,50.61,-0.0099,63,0,4.74,1.46,0.0000,1,1,2026-05-01 12:44:16.788+00
781,1,2022,9,5,4,54.12,,66,211,2.40,2.66,,1,1,2026-05-01 12:44:16.788+00
782,2,2026,5,3,2,77.97,-0.0316,4,0,48.00,0.06,0.0000,0,1,2026-05-01 12:44:16.788+00
783,3,2023,8,5,3,54.49,,62,127,4.87,1.76,,1,1,2026-05-01 12:44:16.788+00
784,4,2023,8,7,1,49.85,,73,153,1.95,3.86,,1,0,2026-05-01 12:44:16.788+00
785,5,2025,4,4,0,44.34,,35,0,1.90,4.22,,1,0,2026-05-01 12:44:16.788+00
786,6,2024,7,7,0,50.37,-0.0244,66,0,3.54,1.85,0.0000,1,0,2026-05-01 12:44:16.788+00
787,7,2024,6,4,2,55.29,-0.0282,51,0,2.67,2.85,0.0000,1,1,2026-05-01 12:44:16.788+00
788,8,2023,6,5,1,56.80,-0.0462,56,0,4.47,1.65,0.0000,1,0,2026-05-01 12:44:16.788+00
789,9,2026,5,5,0,65.18,0.0025,4,0,34.50,0.11,0.0000,0,0,2026-05-01 12:44:16.788+00
790,10,2023,7,4,3,50.02,,60,199,2.63,2.89,,1,1,2026-05-01 12:44:16.788+00
791,11,2024,6,6,0,67.20,-0.1079,50,0,3.30,2.12,0.0000,0,0,2026-05-01 12:44:16.788+00
792,12,2022,7,6,1,52.30,,66,48,1.97,4.03,,1,0,2026-05-01 12:44:16.788+00
793,1,2025,5,4,1,52.99,,46,0,4.37,2.15,0.0000,1,0,2026-05-01 12:44:16.788+00
794,2,2026,5,3,2,58.72,0.1005,1,0,101.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
795,3,2026,5,4,1,74.71,0.0429,3,0,29.50,0.10,0.0000,0,0,2026-05-01 12:44:16.788+00
796,4,2026,3,2,1,60.34,0.0037,2,0,20.00,0.13,0.0000,1,1,2026-05-01 12:44:16.788+00
797,5,2026,5,4,1,62.71,-0.0333,4,0,59.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
798,6,2026,5,4,1,59.61,0.1136,4,0,40.00,0.13,0.0000,1,0,2026-05-01 12:44:16.788+00
799,7,2025,3,2,1,54.20,,34,149,2.57,3.40,0.0000,1,1,2026-05-01 12:44:16.788+00
800,8,2023,8,6,2,63.98,,72,0,3.15,2.92,,0,0,2026-05-01 12:44:16.788+00
801,9,2026,5,2,3,61.12,-0.0026,4,0,51.00,0.10,0.0000,1,1,2026-05-01 12:44:16.788+00
802,10,2024,7,4,3,35.18,,43,0,1.87,4.45,,1,1,2026-05-01 12:44:16.788+00
803,11,2025,7,5,2,38.73,,50,0,3.24,2.66,,1,0,2026-05-01 12:44:16.788+00
804,12,2024,8,6,2,47.61,-0.0117,74,0,3.60,1.82,0.0000,1,0,2026-05-01 12:44:16.788+00
805,1,2026,3,1,2,59.67,-0.0088,1,0,37.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
806,2,2025,5,4,1,60.06,,31,30,4.08,3.86,0.0000,1,0,2026-05-01 12:44:16.788+00
807,3,2022,8,7,1,57.55,,56,0,2.24,3.14,,1,0,2026-05-01 12:44:16.788+00
808,4,2026,6,5,1,53.71,-0.0264,2,0,53.00,0.05,0.0000,1,0,2026-05-01 12:44:16.788+00
809,5,2024,6,6,0,48.48,,43,0,1.70,4.38,,1,0,2026-05-01 12:44:16.788+00
810,6,2023,9,8,1,68.97,0.0777,70,0,2.49,2.56,0.0000,0,0,2026-05-01 12:44:16.788+00
811,7,2022,9,7,2,82.18,-0.0396,64,0,4.92,1.61,0.0000,0,0,2026-05-01 12:44:16.788+00
812,8,2024,7,5,2,60.81,,58,0,2.94,2.73,,1,0,2026-05-01 12:44:16.788+00
813,9,2024,8,6,2,54.73,,54,61,2.91,3.00,,1,0,2026-05-01 12:44:16.788+00
814,10,2023,6,3,3,49.75,0.0651,44,0,4.39,1.70,0.0000,1,1,2026-05-01 12:44:16.788+00
815,11,2022,11,7,4,48.85,,77,176,3.85,2.06,,1,1,2026-05-01 12:44:16.788+00
816,12,2024,6,4,2,51.15,,57,0,1.77,3.81,,1,1,2026-05-01 12:44:16.788+00
817,1,2026,4,3,1,75.90,0.0593,2,0,31.50,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
818,2,2025,5,2,3,54.75,,37,43,2.35,3.66,0.0000,1,1,2026-05-01 12:44:16.788+00
819,3,2025,7,3,4,52.71,0.0688,54,0,3.24,2.79,0.0000,1,1,2026-05-01 12:44:16.788+00
820,4,2026,5,4,1,49.25,0.0309,2,0,77.00,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
821,5,2023,9,6,3,68.91,-0.0132,73,0,4.27,1.59,0.0000,1,1,2026-05-01 12:44:16.788+00
822,6,2025,4,3,1,55.03,,29,0,3.63,2.53,,1,0,2026-05-01 12:44:16.788+00
823,7,2024,9,7,2,58.09,-0.0756,75,0,4.23,1.79,0.0000,1,0,2026-05-01 12:44:16.788+00
824,8,2026,7,4,3,57.25,0.0338,5,0,85.50,0.07,0.0000,1,1,2026-05-01 12:44:16.788+00
825,9,2026,5,5,0,64.16,0.0121,3,0,58.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
826,10,2024,6,5,1,63.07,0.0281,46,0,3.33,1.85,0.0000,0,0,2026-05-01 12:44:16.788+00
827,11,2023,5,4,1,44.12,,46,85,1.78,4.33,,1,0,2026-05-01 12:44:16.788+00
828,12,2023,8,6,2,58.33,,63,0,1.82,3.58,,1,0,2026-05-01 12:44:16.788+00
829,1,2023,9,5,4,70.90,0.0359,76,0,4.65,1.33,0.0000,0,1,2026-05-01 12:44:16.788+00
830,2,2026,5,2,3,60.32,-0.0180,1,0,53.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
831,3,2023,8,5,3,53.99,,57,32,2.76,2.58,,1,1,2026-05-01 12:44:16.788+00
832,4,2026,5,5,0,66.42,-0.0029,3,0,58.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
833,5,2025,8,4,4,66.07,-0.0432,54,0,7.33,1.35,0.0000,0,1,2026-05-01 12:44:16.788+00
834,6,2023,7,5,2,48.43,,50,0,2.78,3.05,,1,0,2026-05-01 12:44:16.788+00
835,7,2026,6,6,0,77.01,0.0208,3,0,77.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
836,8,2025,4,2,2,45.04,-0.1044,21,0,3.67,2.56,0.0000,1,1,2026-05-01 12:44:16.788+00
837,9,2025,5,4,1,69.28,,35,0,2.52,3.44,0.0000,0,0,2026-05-01 12:44:16.788+00
838,10,2026,3,1,2,61.85,,2,0,19.50,0.06,0.0000,1,1,2026-05-01 12:44:16.788+00
839,11,2023,7,1,6,62.49,,60,2,4.20,1.59,,0,1,2026-05-01 12:44:16.788+00
840,12,2023,9,8,1,68.35,,74,0,2.59,3.24,,0,0,2026-05-01 12:44:16.788+00
841,1,2025,5,3,2,59.89,,28,0,3.11,2.30,0.0000,1,1,2026-05-01 12:44:16.788+00
842,2,2023,7,6,1,66.86,0.0520,60,0,4.51,1.47,0.0000,0,0,2026-05-01 12:44:16.788+00
843,3,2022,6,4,2,54.41,,48,470,3.60,2.45,0.0000,1,1,2026-05-01 12:44:16.788+00
844,4,2026,4,3,1,58.82,-0.0301,2,0,37.00,0.04,0.0000,1,0,2026-05-01 12:44:16.788+00
845,5,2025,5,4,1,70.50,0.0033,45,0,4.17,1.49,0.0000,0,0,2026-05-01 12:44:16.788+00
846,6,2023,10,7,3,65.43,-0.0558,100,0,4.87,1.43,0.0000,0,1,2026-05-01 12:44:16.788+00
847,7,2026,5,4,1,67.98,0.0165,3,0,52.00,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
848,8,2022,10,10,0,58.71,0.0714,110,0,2.53,2.62,0.0000,1,0,2026-05-01 12:44:16.788+00
849,9,2022,9,7,2,40.41,,62,161,1.81,5.00,0.0000,1,0,2026-05-01 12:44:16.788+00
850,10,2023,7,7,0,64.06,,70,36,2.70,3.47,,0,0,2026-05-01 12:44:16.788+00
851,11,2026,4,3,1,73.95,-0.0184,3,0,39.00,0.06,0.0000,0,0,2026-05-01 12:44:16.788+00
852,12,2024,6,5,1,67.22,0.0215,50,0,3.11,2.43,0.0000,1,0,2026-05-01 12:44:16.788+00
853,1,2024,7,5,2,55.55,,56,6,2.09,3.44,,1,0,2026-05-01 12:44:16.788+00
854,2,2025,4,2,2,41.02,,28,0,2.65,2.78,,1,1,2026-05-01 12:44:16.788+00
855,3,2023,7,4,3,41.13,,60,231,3.69,2.35,,1,1,2026-05-01 12:44:16.788+00
856,4,2022,9,9,0,66.81,,94,50,2.28,3.35,0.0000,0,0,2026-05-01 12:44:16.788+00
857,5,2024,7,5,2,45.13,-0.0180,50,0,4.26,1.70,0.0000,1,0,2026-05-01 12:44:16.788+00
858,6,2022,10,8,2,44.09,-0.0124,73,41,3.40,2.20,,1,0,2026-05-01 12:44:16.788+00
859,7,2023,8,4,4,47.12,,64,274,3.03,3.31,0.0000,1,1,2026-05-01 12:44:16.788+00
860,8,2024,5,5,0,57.14,,44,2,2.52,3.64,0.0000,1,0,2026-05-01 12:44:16.788+00
861,9,2024,6,4,2,74.05,-0.0916,42,0,3.52,2.27,0.0625,0,1,2026-05-01 12:44:16.788+00
862,10,2022,8,5,3,49.49,,86,2,4.19,1.96,,1,1,2026-05-01 12:44:16.788+00
863,11,2024,7,6,1,65.45,0.0063,51,0,4.70,1.61,0.0000,1,0,2026-05-01 12:44:16.788+00
864,12,2026,6,4,2,72.04,-0.0026,4,0,91.00,0.04,0.0000,0,1,2026-05-01 12:44:16.788+00
865,1,2023,6,6,0,61.74,,40,147,1.40,5.64,,1,0,2026-05-01 12:44:16.788+00
866,2,2024,7,5,2,55.45,,47,31,4.25,1.94,0.0000,1,0,2026-05-01 12:44:16.788+00
867,3,2025,6,5,1,64.66,,43,20,2.17,4.52,,0,0,2026-05-01 12:44:16.788+00
868,4,2024,6,3,3,54.93,,38,44,4.74,2.12,,1,1,2026-05-01 12:44:16.788+00
869,5,2023,7,5,2,66.83,0.0014,52,0,2.91,2.16,0.0000,0,0,2026-05-01 12:44:16.788+00
870,6,2022,9,8,1,58.04,,87,24,3.50,2.31,,1,0,2026-05-01 12:44:16.788+00
871,7,2022,8,4,4,55.53,,59,75,3.31,2.33,0.0000,1,1,2026-05-01 12:44:16.788+00
872,8,2022,6,4,2,51.26,,51,171,2.67,2.25,,1,1,2026-05-01 12:44:16.788+00
873,9,2025,7,6,1,56.53,-0.0148,31,0,12.93,0.84,0.0000,1,0,2026-05-01 12:44:16.788+00
874,10,2023,7,4,3,48.35,-0.0013,65,0,3.28,1.93,0.0000,1,1,2026-05-01 12:44:16.788+00
875,11,2026,5,5,0,60.03,-0.0131,3,0,35.50,0.11,0.0000,1,0,2026-05-01 12:44:16.788+00
876,12,2026,4,3,1,52.39,0.0200,3,0,33.00,0.11,0.0000,1,0,2026-05-01 12:44:16.788+00
877,1,2024,7,5,2,61.31,-0.0065,59,0,5.65,1.34,0.0000,1,0,2026-05-01 12:44:16.788+00
878,2,2026,7,3,4,50.41,-0.0045,3,0,65.00,0.08,0.0000,1,1,2026-05-01 12:44:16.788+00
879,3,2026,6,4,2,72.15,0.0261,4,0,46.00,0.14,0.0000,0,1,2026-05-01 12:44:16.788+00
880,4,2026,2,2,0,52.39,0.0398,4,0,39.00,0.05,0.0000,1,0,2026-05-01 12:44:16.788+00
881,5,2026,5,3,2,75.17,0.0309,2,0,108.00,0.01,0.0000,0,1,2026-05-01 12:44:16.788+00
882,6,2024,9,8,1,68.00,-0.0174,83,0,2.55,2.86,0.0000,0,0,2026-05-01 12:44:16.788+00
883,7,2025,5,5,0,71.48,-0.0071,36,0,3.22,2.16,0.0000,0,0,2026-05-01 12:44:16.788+00
884,8,2022,9,6,3,72.72,,67,0,2.50,3.19,,0,1,2026-05-01 12:44:16.788+00
885,9,2022,9,3,6,47.24,,70,0,5.64,1.18,0.0000,1,1,2026-05-01 12:44:16.788+00
886,10,2022,10,7,3,53.44,0.0556,75,0,2.71,2.68,,1,1,2026-05-01 12:44:16.788+00
887,11,2025,5,4,1,76.17,,40,0,2.77,3.02,0.0000,0,0,2026-05-01 12:44:16.788+00
888,12,2026,6,3,3,52.83,0.0559,4,0,46.50,0.09,0.0000,1,1,2026-05-01 12:44:16.788+00
889,1,2023,7,4,3,60.12,,64,141,2.89,2.45,,1,1,2026-05-01 12:44:16.788+00
890,2,2024,8,6,2,63.75,,63,0,3.14,2.65,0.0000,0,0,2026-05-01 12:44:16.788+00
891,3,2025,6,6,0,61.40,0.0075,47,0,2.40,3.68,0.0000,1,0,2026-05-01 12:44:16.788+00
892,4,2022,8,4,4,55.43,,77,61,2.02,3.61,,1,1,2026-05-01 12:44:16.788+00
893,5,2026,6,4,2,53.29,0.0050,3,0,54.00,0.04,0.0000,1,1,2026-05-01 12:44:16.788+00
894,6,2024,8,7,1,66.05,0.0419,52,0,1.89,3.84,0.0000,0,0,2026-05-01 12:44:16.788+00
895,7,2024,7,7,0,68.94,,56,0,1.67,4.38,0.0000,0,0,2026-05-01 12:44:16.788+00
896,8,2026,4,2,2,61.19,0.0127,1,0,66.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
897,9,2026,7,7,0,63.32,-0.0436,1,0,174.00,0.00,0.0000,0,0,2026-05-01 12:44:16.788+00
898,10,2025,6,3,3,51.78,,41,0,2.42,3.50,0.3333,1,1,2026-05-01 12:44:16.788+00
899,11,2024,7,7,0,47.86,,53,31,1.60,4.44,,1,0,2026-05-01 12:44:16.788+00
900,12,2024,5,3,2,45.68,,43,0,4.78,1.77,0.3333,1,1,2026-05-01 12:44:16.788+00
901,1,2023,7,5,2,54.08,,73,3,2.71,2.71,,1,0,2026-05-01 12:44:16.788+00
902,2,2025,6,6,0,49.52,0.0614,46,0,2.21,3.64,0.0000,1,0,2026-05-01 12:44:16.788+00
903,3,2022,10,8,2,73.50,0.0668,85,0,2.96,2.53,0.0000,0,0,2026-05-01 12:44:16.788+00
904,4,2023,9,5,4,61.58,0.0376,59,0,4.85,1.90,0.0000,1,1,2026-05-01 12:44:16.788+00
905,5,2026,6,2,4,75.98,-0.0074,2,0,113.00,0.02,0.0000,0,1,2026-05-01 12:44:16.788+00
906,6,2026,3,0,3,52.31,,1,0,58.00,0.00,,1,1,2026-05-01 12:44:16.788+00
907,7,2023,6,4,2,64.56,0.0044,40,0,4.44,1.59,0.0000,1,1,2026-05-01 12:44:16.788+00
908,8,2026,4,2,2,56.56,0.0827,3,0,34.50,0.07,0.0000,1,1,2026-05-01 12:44:16.788+00
909,9,2022,8,6,2,66.65,-0.0090,76,0,5.89,1.06,0.0000,1,0,2026-05-01 12:44:16.788+00
910,10,2023,8,5,3,67.47,,60,279,3.14,2.48,,0,1,2026-05-01 12:44:16.788+00
911,11,2024,7,5,2,67.34,0.0162,54,0,3.38,2.60,0.1429,0,0,2026-05-01 12:44:16.788+00
912,12,2022,10,10,0,66.61,,80,276,1.80,4.27,,0,0,2026-05-01 12:44:16.788+00
913,1,2024,8,6,2,42.23,,49,43,2.96,3.66,,1,0,2026-05-01 12:44:16.788+00
914,2,2025,4,3,1,52.42,,39,89,2.78,2.74,,1,0,2026-05-01 12:44:16.788+00
915,3,2022,9,5,4,56.24,,74,0,1.76,3.74,,1,1,2026-05-01 12:44:16.788+00
916,4,2023,7,6,1,66.97,,59,0,1.62,4.43,,0,0,2026-05-01 12:44:16.788+00
993,9,2023,7,6,1,63.05,,59,40,3.00,2.40,,0,0,2026-05-01 12:44:16.788+00
917,5,2024,8,7,1,63.95,,65,0,2.19,4.50,,0,0,2026-05-01 12:44:16.788+00
918,6,2023,8,8,0,68.21,,62,185,1.59,4.71,,0,0,2026-05-01 12:44:16.788+00
919,7,2022,10,8,2,70.42,,85,0,2.40,3.13,0.0000,0,0,2026-05-01 12:44:16.788+00
920,8,2025,6,3,3,44.47,,36,10,1.74,5.83,0.0000,1,1,2026-05-01 12:44:16.788+00
921,9,2026,3,2,1,58.22,-0.0110,4,0,27.50,0.11,0.0000,1,1,2026-05-01 12:44:16.788+00
922,10,2023,9,7,2,77.38,-0.0219,77,0,4.66,1.46,0.0000,0,0,2026-05-01 12:44:16.788+00
923,11,2026,3,3,0,73.50,-0.0032,2,0,39.50,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
924,12,2022,10,8,2,69.58,,78,0,1.71,4.70,,0,0,2026-05-01 12:44:16.788+00
925,1,2024,8,4,4,57.05,-0.0877,57,0,4.65,1.75,0.0000,1,1,2026-05-01 12:44:16.788+00
926,2,2022,10,8,2,34.83,,96,147,2.00,3.77,,1,0,2026-05-01 12:44:16.788+00
927,3,2024,6,5,1,68.70,-0.0028,51,0,4.15,2.02,0.0000,0,0,2026-05-01 12:44:16.788+00
928,4,2024,8,5,3,67.06,0.0449,62,0,3.31,3.04,0.0000,0,1,2026-05-01 12:44:16.788+00
929,5,2023,6,6,0,59.78,,51,125,2.42,4.03,,1,0,2026-05-01 12:44:16.788+00
930,6,2022,8,6,2,64.69,,64,0,1.63,4.41,,0,0,2026-05-01 12:44:16.788+00
931,7,2022,8,5,3,45.59,,80,0,6.74,1.17,,1,1,2026-05-01 12:44:16.788+00
932,8,2023,6,6,0,59.84,,67,0,2.41,3.20,,1,0,2026-05-01 12:44:16.788+00
933,9,2023,8,5,3,54.55,,81,79,2.90,2.52,0.0000,1,1,2026-05-01 12:44:16.788+00
934,10,2023,6,5,1,54.25,-0.0968,35,0,2.57,2.58,0.0000,1,0,2026-05-01 12:44:16.788+00
935,11,2024,6,3,3,55.97,,53,0,2.61,3.09,,1,1,2026-05-01 12:44:16.788+00
936,12,2023,8,7,1,69.33,-0.0081,63,0,3.06,2.42,0.0000,0,0,2026-05-01 12:44:16.788+00
937,1,2022,10,6,4,60.83,,71,50,4.38,1.67,0.0000,1,1,2026-05-01 12:44:16.788+00
938,2,2025,5,5,0,79.39,0.0040,41,0,2.64,2.89,0.0000,0,0,2026-05-01 12:44:16.788+00
939,3,2024,7,5,2,54.70,,73,0,4.24,1.76,,1,0,2026-05-01 12:44:16.788+00
940,4,2024,5,5,0,66.55,,49,0,2.08,3.35,,0,0,2026-05-01 12:44:16.788+00
941,5,2024,5,4,1,48.20,,37,0,2.64,3.11,0.0000,1,0,2026-05-01 12:44:16.788+00
942,6,2026,5,4,1,61.79,0.0320,4,0,52.50,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
943,7,2024,6,6,0,50.59,,42,0,1.59,5.13,,1,0,2026-05-01 12:44:16.788+00
944,8,2023,7,3,4,43.41,,57,28,4.78,1.55,,1,1,2026-05-01 12:44:16.788+00
945,9,2022,10,8,2,65.19,,70,214,1.49,5.47,,0,0,2026-05-01 12:44:16.788+00
946,10,2023,9,8,1,67.31,,93,293,2.52,2.69,0.0000,0,0,2026-05-01 12:44:16.788+00
947,11,2023,9,6,3,42.44,,65,45,2.23,3.17,,1,1,2026-05-01 12:44:16.788+00
948,12,2025,3,2,1,45.99,,32,0,3.00,2.15,0.0000,1,1,2026-05-01 12:44:16.788+00
949,1,2023,7,6,1,64.51,,58,0,2.53,3.05,,0,0,2026-05-01 12:44:16.788+00
950,2,2023,8,6,2,58.07,,60,70,2.24,3.50,,1,0,2026-05-01 12:44:16.788+00
951,3,2022,10,8,2,32.36,,78,192,2.46,3.01,,1,0,2026-05-01 12:44:16.788+00
952,4,2023,6,5,1,56.89,,45,268,1.78,4.56,,1,0,2026-05-01 12:44:16.788+00
953,5,2023,7,6,1,57.06,,54,12,1.53,4.98,,1,0,2026-05-01 12:44:16.788+00
954,6,2022,11,8,3,59.48,,93,86,3.71,2.21,,1,0,2026-05-01 12:44:16.788+00
955,7,2025,6,1,5,44.02,0.0333,35,0,3.10,2.98,0.0000,1,1,2026-05-01 12:44:16.788+00
956,8,2026,5,3,2,61.25,-0.0053,4,0,57.50,0.05,0.0000,1,1,2026-05-01 12:44:16.788+00
957,9,2025,5,5,0,85.31,,42,0,1.80,4.35,0.0000,0,0,2026-05-01 12:44:16.788+00
958,10,2025,6,4,2,60.56,,42,1,3.18,2.95,0.0000,1,1,2026-05-01 12:44:16.788+00
959,11,2023,7,5,2,57.28,,71,386,2.94,2.62,,1,0,2026-05-01 12:44:16.788+00
960,12,2026,3,1,2,59.67,0.0072,1,0,59.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
961,1,2022,7,7,0,65.00,0.0035,65,0,2.63,2.45,0.0000,0,0,2026-05-01 12:44:16.788+00
962,2,2025,6,6,0,68.33,0.0320,58,0,4.79,1.80,0.0000,0,0,2026-05-01 12:44:16.788+00
963,3,2026,6,5,1,59.08,0.0819,4,0,69.50,0.06,0.0000,1,0,2026-05-01 12:44:16.788+00
964,4,2024,6,4,2,48.96,,43,0,3.38,2.03,0.0000,1,1,2026-05-01 12:44:16.788+00
965,5,2023,10,10,0,65.74,0.0044,80,0,2.80,2.54,0.0000,0,0,2026-05-01 12:44:16.788+00
966,6,2026,5,5,0,72.14,0.0228,5,0,67.50,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
967,7,2025,5,3,2,63.56,,51,0,2.91,2.88,0.0000,0,1,2026-05-01 12:44:16.788+00
968,8,2022,9,6,3,62.17,,86,23,2.31,3.02,,1,1,2026-05-01 12:44:16.788+00
969,9,2022,10,7,3,55.28,,96,163,3.09,2.12,0.0000,1,1,2026-05-01 12:44:16.788+00
970,10,2023,7,6,1,66.56,,68,96,2.69,2.41,,0,0,2026-05-01 12:44:16.788+00
971,11,2025,4,3,1,58.48,0.0255,25,0,3.72,1.60,0.0000,1,0,2026-05-01 12:44:16.788+00
972,12,2025,4,3,1,59.88,-0.0353,32,0,3.90,1.48,0.0000,1,0,2026-05-01 12:44:16.788+00
973,1,2026,7,6,1,68.39,-0.0006,2,0,168.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
974,2,2024,5,4,1,45.90,,49,111,1.86,3.66,0.0000,1,0,2026-05-01 12:44:16.788+00
975,3,2022,9,7,2,64.94,0.0650,104,0,4.57,1.35,0.0000,0,0,2026-05-01 12:44:16.788+00
976,4,2026,6,1,5,63.40,-0.0476,4,0,38.00,0.09,0.0000,0,1,2026-05-01 12:44:16.788+00
977,5,2022,9,8,1,38.09,,67,177,1.71,4.79,,1,0,2026-05-01 12:44:16.788+00
