student_id,user_id,course_id,teacher_id,completion_rate,is_completed,avg_score,score_trend,total_events,days_active_on_course,days_since_last_activity,submission_count,late_submission_count,engagement_score,label_fault,refreshed_at
1668,12,29,11,1.0000,t,51.86,,6,6,209,0,0,0.2500,1,2026-05-01 12:44:16.788+00
1668,12,9,14,1.0000,t,56.65,,7,7,40,0,0,0.2486,1,2026-05-01 12:44:16.788+00
1668,12,26,30,1.0000,t,52.96,,11,10,537,0,0,0.3639,1,2026-05-01 12:44:16.788+00
1668,12,25,33,0.2376,f,41.88,,20,5,743,0,0,0.3697,1,2026-05-01 12:44:16.788+00
1668,12,32,40,0.4341,f,38.94,,13,11,264,0,0,0.3251,1,2026-05-01 12:44:16.788+00
1669,1,37,42,1.0000,t,54.55,,12,10,84,0,0,0.3381,1,2026-05-01 12:44:16.788+00
1669,1,25,33,0.3564,f,42.18,,73,8,230,0,0,0.9563,1,2026-05-01 12:44:16.788+00
1669,1,6,8,1.0000,t,58.08,,13,12,623,0,0,0.3736,1,2026-05-01 12:44:16.788+00
1669,1,33,22,1.0000,t,67.15,,14,14,768,0,0,0.3833,0,2026-05-01 12:44:16.788+00
1669,1,27,36,0.4054,f,52.46,,14,14,1072,0,0,0.4140,1,2026-05-01 12:44:16.788+00
1669,1,32,40,1.0000,t,54.81,,8,8,470,0,0,0.2728,1,2026-05-01 12:44:16.788+00
1669,1,11,12,1.0000,t,58.31,,14,14,91,0,0,0.3833,1,2026-05-01 12:44:16.788+00
1669,1,12,7,1.0000,t,54.86,,12,11,368,0,0,0.3608,1,2026-05-01 12:44:16.788+00
1670,2,21,3,0.3375,f,56.95,,13,11,42,0,0,0.3548,1,2026-05-01 12:44:16.788+00
1670,2,4,13,0.5769,f,65.63,,11,10,126,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1670,2,9,14,1.0000,t,77.14,,10,9,50,0,0,0.3470,0,2026-05-01 12:44:16.788+00
1670,2,26,30,0.3846,f,70.56,,10,9,66,0,0,0.3948,0,2026-05-01 12:44:16.788+00
1670,2,20,26,0.4339,t,81.54,,9,9,0,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1670,2,7,10,0.4882,t,70.69,,10,10,0,1,0,0.3723,0,2026-05-01 12:44:16.788+00
1671,3,37,42,1.0000,t,52.01,,14,12,68,0,0,0.3787,1,2026-05-01 12:44:16.788+00
1671,3,6,8,1.0000,t,59.53,,12,12,199,0,0,0.3500,1,2026-05-01 12:44:16.788+00
1671,3,21,3,1.0000,t,56.78,,9,9,1045,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1671,3,2,9,0.0091,t,53.11,0.0654,55,1,0,16,0,0.7546,1,2026-05-01 12:44:16.788+00
1671,3,1,4,1.0000,t,54.17,,10,10,298,0,0,0.3167,1,2026-05-01 12:44:16.788+00
1671,3,28,31,1.0000,t,69.66,,12,11,324,0,0,0.3440,0,2026-05-01 12:44:16.788+00
1671,3,35,34,1.0000,t,63.92,,10,10,805,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1672,4,34,38,1.0000,t,77.43,,12,10,111,0,0,0.4336,0,2026-05-01 12:44:16.788+00
1672,4,17,24,1.0000,t,78.72,,12,11,102,0,0,0.3440,0,2026-05-01 12:44:16.788+00
1672,4,3,1,1.0000,t,70.36,,10,9,115,0,0,0.3464,0,2026-05-01 12:44:16.788+00
1672,4,15,15,1.0000,t,83.98,,11,11,98,0,0,0.4096,0,2026-05-01 12:44:16.788+00
1672,4,33,22,1.0000,t,83.32,,10,10,46,0,0,0.4370,0,2026-05-01 12:44:16.788+00
1672,4,26,30,1.0000,t,70.27,,8,7,55,0,0,0.3470,0,2026-05-01 12:44:16.788+00
1672,4,11,12,1.0000,t,73.67,,8,8,37,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1673,5,37,42,0.0276,t,61.36,,11,1,0,2,0,0.3079,0,2026-05-01 12:44:16.788+00
1673,5,26,30,0.0278,t,60.72,0.0143,16,1,0,5,0,0.3595,0,2026-05-01 12:44:16.788+00
1673,5,31,27,0.0456,t,51.06,,8,2,0,0,0,0.2508,1,2026-05-01 12:44:16.788+00
1673,5,20,26,0.0293,f,43.53,,13,2,0,0,0,0.2818,1,2026-05-01 12:44:16.788+00
1673,5,24,28,0.0195,t,64.20,0.1240,15,2,0,6,0,0.3652,0,2026-05-01 12:44:16.788+00
1674,6,37,42,0.5591,f,44.65,,11,11,175,0,0,0.2990,1,2026-05-01 12:44:16.788+00
1674,6,4,13,1.0000,t,54.07,,12,10,17,0,0,0.3381,1,2026-05-01 12:44:16.788+00
1674,6,22,2,0.6669,t,57.01,,15,13,0,1,0,0.3690,1,2026-05-01 12:44:16.788+00
1674,6,9,14,0.0975,t,59.59,0.0579,36,2,0,7,0,0.5764,1,2026-05-01 12:44:16.788+00
1674,6,18,23,0.8098,t,52.69,,11,10,0,3,0,0.3242,1,2026-05-01 12:44:16.788+00
1674,6,20,26,0.4502,t,60.23,,12,11,0,2,0,0.3563,0,2026-05-01 12:44:16.788+00
1674,6,14,21,1.0000,t,62.12,,12,11,112,0,0,0.3789,0,2026-05-01 12:44:16.788+00
1675,7,6,8,1.0000,t,69.55,,8,8,709,0,0,0.3215,0,2026-05-01 12:44:16.788+00
1675,7,14,21,1.0000,t,73.56,,9,9,606,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1675,7,27,36,1.0000,t,74.80,,9,9,786,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1675,7,12,7,1.0000,t,66.50,,10,10,567,0,0,0.3448,0,2026-05-01 12:44:16.788+00
1675,7,23,32,0.3333,f,55.31,,7,7,393,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1675,7,20,26,1.0000,t,71.25,,9,8,158,0,0,0.2940,0,2026-05-01 12:44:16.788+00
1675,7,25,33,0.3663,f,64.85,,36,10,493,0,0,0.6398,0,2026-05-01 12:44:16.788+00
1675,7,2,9,1.0000,t,66.04,,11,9,162,0,0,0.3214,0,2026-05-01 12:44:16.788+00
1675,7,10,18,0.5971,f,59.06,,9,8,129,0,0,0.2940,1,2026-05-01 12:44:16.788+00
1675,7,32,40,0.2248,f,56.86,,63,6,834,0,0,0.8813,1,2026-05-01 12:44:16.788+00
1676,8,3,1,0.9452,t,72.98,,5,5,440,0,0,0.2333,0,2026-05-01 12:44:16.788+00
1676,8,11,12,1.0000,t,70.14,,7,7,488,0,0,0.3100,0,2026-05-01 12:44:16.788+00
1676,8,24,28,0.9771,t,77.59,,9,9,457,1,0,0.3472,0,2026-05-01 12:44:16.788+00
1676,8,19,16,1.0000,t,64.07,,9,9,292,0,0,0.3179,0,2026-05-01 12:44:16.788+00
1676,8,18,23,1.0000,t,71.05,,8,7,293,0,0,0.2774,0,2026-05-01 12:44:16.788+00
1676,8,1,4,0.4086,f,66.28,,13,9,35,0,0,0.3917,0,2026-05-01 12:44:16.788+00
1676,8,16,25,0.2907,f,71.38,,20,8,304,0,0,0.4761,0,2026-05-01 12:44:16.788+00
1676,8,31,27,1.0000,t,72.39,,7,7,144,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1677,9,22,2,0.4254,t,65.59,,10,9,0,0,0,0.3539,0,2026-05-01 12:44:16.788+00
1677,9,26,30,0.6462,f,,,11,10,221,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1677,9,16,25,1.0000,t,65.22,,11,10,131,0,0,0.3478,0,2026-05-01 12:44:16.788+00
1677,9,28,31,1.0000,t,73.50,,8,7,443,0,0,0.3677,0,2026-05-01 12:44:16.788+00
1677,9,23,32,1.0000,t,63.12,,10,9,1137,0,0,0.3181,0,2026-05-01 12:44:16.788+00
1677,9,2,9,1.0000,t,62.76,,10,9,1192,0,0,0.3385,0,2026-05-01 12:44:16.788+00
1677,9,20,26,0.5360,f,68.82,,13,12,364,0,0,0.4266,0,2026-05-01 12:44:16.788+00
1678,10,22,2,0.5224,t,68.53,,9,8,0,0,0,0.3593,0,2026-05-01 12:44:16.788+00
1678,10,14,21,0.6702,t,72.56,,8,8,17,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1678,10,16,25,1.0000,t,66.77,,12,10,126,0,0,0.3770,0,2026-05-01 12:44:16.788+00
1678,10,36,44,0.8570,t,67.87,,12,11,94,1,0,0.3883,0,2026-05-01 12:44:16.788+00
1679,11,23,32,1.0000,t,70.00,,9,8,301,0,0,0.3638,0,2026-05-01 12:44:16.788+00
1679,11,16,25,1.0000,t,75.90,,8,8,7,0,0,0.3310,0,2026-05-01 12:44:16.788+00
1679,11,13,20,1.0000,t,70.63,,9,9,782,0,0,0.3382,0,2026-05-01 12:44:16.788+00
1679,11,11,12,0.8522,t,72.42,,7,7,0,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1679,11,18,23,1.0000,t,74.19,,11,10,479,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1679,11,5,6,0.3140,f,57.19,,54,5,419,0,0,0.7799,1,2026-05-01 12:44:16.788+00
1679,11,36,44,0.1341,t,70.02,-0.0226,54,3,0,14,0,0.8065,0,2026-05-01 12:44:16.788+00
1679,11,17,24,0.2967,f,72.25,,34,6,504,0,0,0.6167,0,2026-05-01 12:44:16.788+00
1679,11,28,31,1.0000,t,81.60,,12,12,226,0,0,0.4301,0,2026-05-01 12:44:16.788+00
1679,11,32,40,0.2326,f,56.75,,35,5,692,0,0,0.5750,1,2026-05-01 12:44:16.788+00
1680,12,17,24,0.4505,f,62.54,,26,7,504,0,0,0.5079,0,2026-05-01 12:44:16.788+00
1680,12,37,42,1.0000,t,58.81,,12,10,502,0,0,0.3381,1,2026-05-01 12:44:16.788+00
1680,12,3,1,0.1354,f,47.38,,27,6,0,0,0,0.4671,1,2026-05-01 12:44:16.788+00
1680,12,6,8,1.0000,t,63.24,,9,9,424,0,0,0.3059,0,2026-05-01 12:44:16.788+00
1680,12,25,33,1.0000,t,54.57,,11,10,434,0,0,0.3619,1,2026-05-01 12:44:16.788+00
1680,12,29,11,1.0000,t,61.51,,9,9,719,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1680,12,13,20,1.0000,t,53.07,,8,7,704,0,0,0.2774,1,2026-05-01 12:44:16.788+00
1681,1,34,38,0.3255,t,57.33,,9,7,127,2,1,0.3101,1,2026-05-01 12:44:16.788+00
1681,1,9,14,0.3917,t,57.78,,8,8,186,2,1,0.3081,1,2026-05-01 12:44:16.788+00
1681,1,35,34,0.2167,f,53.56,,14,6,54,0,0,0.3464,1,2026-05-01 12:44:16.788+00
1681,1,37,42,0.7056,t,50.59,,9,9,90,1,0,0.3057,1,2026-05-01 12:44:16.788+00
1681,1,19,16,0.4419,f,48.76,,12,6,128,0,0,0.3106,1,2026-05-01 12:44:16.788+00
1682,2,21,3,1.0000,t,66.59,,9,8,553,0,0,0.3247,0,2026-05-01 12:44:16.788+00
1682,2,3,1,0.6327,f,49.60,,8,7,62,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1682,2,36,44,1.0000,t,64.18,,10,9,1214,0,0,0.3107,0,2026-05-01 12:44:16.788+00
1682,2,26,30,1.0000,t,61.51,,5,5,541,0,0,0.2333,0,2026-05-01 12:44:16.788+00
1682,2,37,42,1.0000,t,62.83,,10,10,434,0,0,0.3318,0,2026-05-01 12:44:16.788+00
1682,2,35,34,1.0000,t,70.91,,6,6,800,0,0,0.2500,0,2026-05-01 12:44:16.788+00
1682,2,1,4,0.3763,f,56.87,,64,7,857,0,0,0.8980,1,2026-05-01 12:44:16.788+00
1682,2,15,15,0.5729,t,76.30,,8,8,0,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1682,2,18,23,1.0000,t,66.06,,9,9,547,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1682,2,20,26,1.0000,t,69.07,,10,10,4,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1683,3,8,5,1.0000,t,58.80,,7,7,254,0,0,0.2766,1,2026-05-01 12:44:16.788+00
1683,3,22,2,0.4804,f,49.82,,7,7,727,0,0,0.2443,1,2026-05-01 12:44:16.788+00
1683,3,10,18,1.0000,t,61.95,,7,7,468,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1683,3,12,7,1.0000,t,57.84,,8,8,58,0,0,0.2833,1,2026-05-01 12:44:16.788+00
1683,3,36,44,1.0000,t,61.43,,8,8,995,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1683,3,4,13,1.0000,t,61.94,,7,7,1202,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1683,3,3,1,0.5714,f,47.21,,8,6,491,0,0,0.2631,1,2026-05-01 12:44:16.788+00
1683,3,30,19,0.5275,f,58.72,,13,10,938,0,0,0.3750,1,2026-05-01 12:44:16.788+00
1683,3,2,9,1.0000,t,59.75,,7,7,528,0,0,0.2512,1,2026-05-01 12:44:16.788+00
1684,4,6,8,0.3306,f,70.97,,19,8,52,0,0,0.4641,0,2026-05-01 12:44:16.788+00
1684,4,37,42,1.0000,t,59.87,,11,10,178,0,0,0.3274,1,2026-05-01 12:44:16.788+00
1684,4,30,19,1.0000,t,66.25,,7,7,261,0,0,0.3227,0,2026-05-01 12:44:16.788+00
1684,4,2,9,1.0000,t,66.11,,5,5,260,0,0,0.2333,0,2026-05-01 12:44:16.788+00
1684,4,33,22,1.0000,t,78.35,,8,8,265,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1684,4,16,25,1.0000,t,65.91,,8,7,46,0,0,0.3156,0,2026-05-01 12:44:16.788+00
1684,4,18,23,1.0000,t,66.90,,8,8,39,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1685,5,30,19,0.0508,t,61.77,,11,2,0,3,0,0.3151,0,2026-05-01 12:44:16.788+00
1685,5,6,8,0.0105,t,66.95,-0.0576,11,1,0,3,0,0.3247,0,2026-05-01 12:44:16.788+00
1685,5,4,13,0.0195,f,,,8,1,0,0,0,0.2417,0,2026-05-01 12:44:16.788+00
1685,5,34,38,0.0358,t,73.25,,10,1,0,2,0,0.3328,0,2026-05-01 12:44:16.788+00
1685,5,18,23,0.0171,f,,,8,1,0,0,0,0.2417,0,2026-05-01 12:44:16.788+00
1686,6,9,14,0.0388,t,59.71,0.0660,36,1,0,10,0,0.5708,1,2026-05-01 12:44:16.788+00
1686,6,22,2,0.5784,f,53.08,,8,8,390,0,0,0.2926,1,2026-05-01 12:44:16.788+00
1686,6,11,12,1.0000,t,57.84,,7,7,830,0,0,0.2850,1,2026-05-01 12:44:16.788+00
1686,6,28,31,1.0000,t,66.49,,10,8,796,0,0,0.3565,0,2026-05-01 12:44:16.788+00
1686,6,18,23,0.5303,t,59.51,,6,6,0,0,0,0.2698,1,2026-05-01 12:44:16.788+00
1686,6,29,11,0.2787,f,50.35,,26,6,195,0,0,0.4653,1,2026-05-01 12:44:16.788+00
1686,6,33,22,0.4078,f,63.44,,31,9,146,1,0,0.5760,0,2026-05-01 12:44:16.788+00
1686,6,2,9,1.0000,t,56.69,,5,5,638,0,0,0.2333,1,2026-05-01 12:44:16.788+00
1686,6,13,20,0.3700,f,38.36,,25,8,393,0,0,0.4306,1,2026-05-01 12:44:16.788+00
1687,7,21,3,0.0373,t,47.00,-0.0334,12,1,0,6,0,0.2755,1,2026-05-01 12:44:16.788+00
1687,7,14,21,0.0263,t,63.62,,14,2,0,1,0,0.3528,0,2026-05-01 12:44:16.788+00
1687,7,25,33,0.0489,t,48.89,-0.0375,13,2,0,4,0,0.2979,1,2026-05-01 12:44:16.788+00
1688,8,20,26,0.2160,f,56.17,,27,8,683,0,0,0.5054,1,2026-05-01 12:44:16.788+00
1688,8,37,42,1.0000,t,67.71,,11,10,508,0,0,0.3274,0,2026-05-01 12:44:16.788+00
1688,8,34,38,1.0000,t,77.76,,8,8,961,0,0,0.2833,0,2026-05-01 12:44:16.788+00
1688,8,22,2,1.0000,t,71.91,,8,8,429,0,0,0.3479,0,2026-05-01 12:44:16.788+00
1688,8,14,21,0.0573,t,83.74,0.0096,41,1,0,10,0,0.6965,0,2026-05-01 12:44:16.788+00
1688,8,28,31,1.0000,t,85.87,,11,9,865,0,0,0.3214,0,2026-05-01 12:44:16.788+00
1688,8,25,33,1.0000,t,71.59,,9,9,1136,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1688,8,8,5,1.0000,t,68.40,,7,7,1094,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1689,9,34,38,0.8984,t,63.67,,9,9,28,0,0,0.3093,0,2026-05-01 12:44:16.788+00
1689,9,3,1,0.4898,f,47.41,,7,7,76,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1689,9,31,27,0.9352,t,63.45,,6,6,44,0,0,0.2772,0,2026-05-01 12:44:16.788+00
1689,9,12,7,0.5686,f,47.94,,11,11,171,0,0,0.3272,1,2026-05-01 12:44:16.788+00
1690,10,14,21,0.0008,t,68.71,0.0066,12,1,0,5,0,0.3406,0,2026-05-01 12:44:16.788+00
1690,10,24,28,0.3538,t,59.99,,12,12,55,3,0,0.3771,1,2026-05-01 12:44:16.788+00
1690,10,22,2,0.1995,t,56.71,,14,4,0,1,0,0.3439,1,2026-05-01 12:44:16.788+00
1690,10,13,20,0.4300,f,61.26,,10,10,202,0,0,0.3504,0,2026-05-01 12:44:16.788+00
1691,11,17,24,0.9310,t,70.72,,10,10,0,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1691,11,16,25,1.0000,t,68.92,,12,10,314,1,0,0.3639,0,2026-05-01 12:44:16.788+00
1691,11,28,31,1.0000,t,76.99,,12,10,27,0,0,0.4345,0,2026-05-01 12:44:16.788+00
1691,11,14,21,0.5725,f,63.75,,11,9,211,0,0,0.3627,0,2026-05-01 12:44:16.788+00
1691,11,3,1,1.0000,t,63.30,,11,11,117,0,0,0.3917,0,2026-05-01 12:44:16.788+00
1691,11,4,13,1.0000,t,64.33,,10,10,482,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1691,11,26,30,0.7878,t,64.41,,9,9,496,1,0,0.3330,0,2026-05-01 12:44:16.788+00
1691,11,13,20,0.5900,f,,,9,8,357,0,0,0.2940,0,2026-05-01 12:44:16.788+00
1692,12,22,2,1.0000,t,70.03,,6,6,1213,0,0,0.2500,0,2026-05-01 12:44:16.788+00
1692,12,13,20,1.0000,t,66.22,,11,11,263,0,0,0.3749,0,2026-05-01 12:44:16.788+00
1692,12,19,16,0.6047,f,57.16,,10,8,529,0,0,0.3349,1,2026-05-01 12:44:16.788+00
1692,12,23,32,1.0000,t,64.36,,7,7,118,0,0,0.2851,0,2026-05-01 12:44:16.788+00
1692,12,8,5,1.0000,t,62.21,,6,6,333,0,0,0.2433,0,2026-05-01 12:44:16.788+00
1692,12,36,44,1.0000,t,66.58,,8,8,253,0,0,0.3258,0,2026-05-01 12:44:16.788+00
1692,12,12,7,0.2549,f,44.00,,42,5,346,0,0,0.6118,1,2026-05-01 12:44:16.788+00
1692,12,4,13,0.9918,t,66.02,,10,8,0,0,0,0.3400,0,2026-05-01 12:44:16.788+00
1692,12,1,4,1.0000,t,61.28,,5,5,725,0,0,0.2333,0,2026-05-01 12:44:16.788+00
1693,1,3,1,1.0000,t,76.60,,10,10,216,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1693,1,18,23,1.0000,t,75.15,,11,10,55,0,0,0.3506,0,2026-05-01 12:44:16.788+00
1693,1,2,9,1.0000,t,70.27,,12,12,168,0,0,0.3500,0,2026-05-01 12:44:16.788+00
1693,1,14,21,0.9432,t,80.81,,14,12,0,0,0,0.4798,0,2026-05-01 12:44:16.788+00
1693,1,27,36,0.2002,t,77.32,0.0086,50,4,0,15,0,0.7915,0,2026-05-01 12:44:16.788+00
1693,1,23,32,0.2101,f,,,40,8,153,0,0,0.6262,0,2026-05-01 12:44:16.788+00
1693,1,11,12,1.0000,t,75.04,,9,8,423,0,0,0.3412,0,2026-05-01 12:44:16.788+00
1694,2,1,4,0.0431,t,56.87,0.0499,25,1,0,5,0,0.4444,1,2026-05-01 12:44:16.788+00
1694,2,33,22,0.0571,t,68.57,0.0817,13,2,0,5,0,0.3569,0,2026-05-01 12:44:16.788+00
1694,2,5,6,0.0265,t,59.62,-0.0884,13,1,0,3,0,0.3241,1,2026-05-01 12:44:16.788+00
1694,2,10,18,0.0032,t,58.33,-0.0731,17,1,0,4,0,0.3631,1,2026-05-01 12:44:16.788+00
1694,2,3,1,0.0630,f,51.09,,18,2,0,0,0,0.3580,1,2026-05-01 12:44:16.788+00
1695,3,6,8,0.5620,f,,,7,7,392,0,0,0.2667,0,2026-05-01 12:44:16.788+00
1695,3,23,32,0.5290,f,30.70,,5,5,231,0,0,0.1746,1,2026-05-01 12:44:16.788+00
1695,3,20,26,1.0000,t,52.93,,11,10,614,0,0,0.3155,1,2026-05-01 12:44:16.788+00
1695,3,10,18,1.0000,t,42.99,,8,8,359,0,0,0.2833,1,2026-05-01 12:44:16.788+00
1695,3,33,22,1.0000,t,57.06,,7,7,449,0,0,0.2561,1,2026-05-01 12:44:16.788+00
1695,3,28,31,1.0000,t,59.01,,7,7,81,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1696,4,36,44,0.0269,t,51.11,-0.0157,18,1,0,4,0,0.3521,1,2026-05-01 12:44:16.788+00
1696,4,35,34,0.0362,t,63.39,-0.0435,15,2,0,3,0,0.3628,0,2026-05-01 12:44:16.788+00
1696,4,26,30,0.0511,t,52.82,-0.0021,14,2,0,5,0,0.3204,1,2026-05-01 12:44:16.788+00
1697,5,19,16,1.0000,t,52.64,,7,7,286,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1697,5,32,40,1.0000,t,53.86,,8,7,715,0,0,0.2774,1,2026-05-01 12:44:16.788+00
1697,5,5,6,1.0000,t,52.34,,7,7,287,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1697,5,6,8,0.2066,f,52.30,,48,5,652,0,0,0.7009,1,2026-05-01 12:44:16.788+00
1697,5,10,18,0.4229,t,54.17,,7,7,0,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1697,5,4,13,0.6077,f,52.78,,12,10,879,0,0,0.3381,1,2026-05-01 12:44:16.788+00
1697,5,30,19,0.2022,f,46.03,0.0873,56,5,0,0,0,0.7678,1,2026-05-01 12:44:16.788+00
1697,5,26,30,1.0000,t,55.03,,9,9,346,0,0,0.2920,1,2026-05-01 12:44:16.788+00
1697,5,22,2,0.3065,t,57.18,0.0050,87,12,0,26,0,1.0000,1,2026-05-01 12:44:16.788+00
1698,6,33,22,0.4923,t,63.94,,14,13,20,4,1,0.4059,0,2026-05-01 12:44:16.788+00
1698,6,7,10,0.6224,t,51.13,,8,7,129,2,0,0.2844,1,2026-05-01 12:44:16.788+00
1698,6,28,31,0.3509,t,63.20,0.0576,24,8,0,7,0,0.4944,0,2026-05-01 12:44:16.788+00
1698,6,18,23,1.0000,t,56.17,,9,9,85,0,0,0.3000,1,2026-05-01 12:44:16.788+00
1698,6,15,15,0.7348,t,65.02,,9,9,0,0,0,0.3660,0,2026-05-01 12:44:16.788+00
1698,6,17,24,0.6264,f,,,12,12,100,0,0,0.3500,0,2026-05-01 12:44:16.788+00
1698,6,5,6,0.7972,t,52.77,,5,5,0,0,0,0.2333,1,2026-05-01 12:44:16.788+00
1699,7,26,30,0.3077,f,44.63,,21,10,159,0,0,0.4184,1,2026-05-01 12:44:16.788+00
1699,7,32,40,0.6681,t,52.05,,7,7,0,0,0,0.2667,1,2026-05-01 12:44:16.788+00
1699,7,14,21,0.6984,t,62.15,,9,9,0,0,0,0.3004,0,2026-05-01 12:44:16.788+00
1699,7,31,27,0.9237,t,52.38,,9,8,6,2,0,0.3117,1,2026-05-01 12:44:16.788+00
1699,7,36,44,0.6674,t,48.46,,4,4,0,0,0,0.2167,1,2026-05-01 12:44:16.788+00
1700,8,14,21,1.0000,t,61.19,,10,10,448,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1700,8,1,4,1.0000,t,48.39,,13,11,248,0,0,0.3701,1,2026-05-01 12:44:16.788+00
1700,8,19,16,1.0000,t,49.94,,10,9,448,0,0,0.3107,1,2026-05-01 12:44:16.788+00
1700,8,5,6,0.5465,f,27.63,,12,11,872,0,0,0.3440,1,2026-05-01 12:44:16.788+00
1700,8,17,24,1.0000,t,55.94,,12,12,515,0,0,0.3717,1,2026-05-01 12:44:16.788+00
1700,8,34,38,1.0000,t,57.54,,15,13,73,0,0,0.3881,1,2026-05-01 12:44:16.788+00
1701,9,23,32,0.0055,t,62.35,0.0149,22,1,0,6,0,0.4287,0,2026-05-01 12:44:16.788+00
1701,9,27,36,0.0450,t,68.67,-0.0208,33,1,0,12,0,0.5655,0,2026-05-01 12:44:16.788+00
1701,9,15,15,0.0104,t,72.09,0.0968,17,2,0,3,0,0.4103,0,2026-05-01 12:44:16.788+00
1701,9,30,19,0.0407,t,59.95,-0.0092,29,2,0,6,0,0.5025,1,2026-05-01 12:44:16.788+00
1701,9,10,18,0.0497,t,60.64,-0.0205,18,2,0,3,0,0.3867,0,2026-05-01 12:44:16.788+00
1701,9,17,24,0.0754,t,60.73,0.0195,13,3,0,5,0,0.3393,0,2026-05-01 12:44:16.788+00
1702,10,25,33,0.3465,f,,,9,7,169,0,0,0.2881,0,2026-05-01 12:44:16.788+00
1702,10,3,1,1.0000,t,69.54,,10,8,10,0,0,0.3048,0,2026-05-01 12:44:16.788+00
1702,10,34,38,0.4286,f,,,7,6,206,0,0,0.2607,0,2026-05-01 12:44:16.788+00
1702,10,32,40,0.4341,f,46.55,,9,9,179,0,0,0.2896,1,2026-05-01 12:44:16.788+00
1702,10,35,34,1.0000,t,75.04,,10,10,32,0,0,0.3167,0,2026-05-01 12:44:16.788+00
1702,10,28,31,0.4478,t,76.85,,10,9,0,0,0,0.3107,0,2026-05-01 12:44:16.788+00
1703,11,27,36,0.0552,t,78.46,0.0161,37,2,0,11,0,0.6437,0,2026-05-01 12:44:16.788+00
1703,11,14,21,0.0354,t,85.52,0.0279,26,1,0,7,0,0.5411,0,2026-05-01 12:44:16.788+00
1703,11,30,19,0.0290,t,73.41,-0.0506,22,2,0,6,0,0.4679,0,2026-05-01 12:44:16.788+00
1703,11,29,11,0.0475,t,74.22,-0.0032,24,1,0,7,0,0.4858,0,2026-05-01 12:44:16.788+00
1703,11,37,42,0.0501,t,74.28,-0.0108,33,1,0,10,0,0.5824,0,2026-05-01 12:44:16.788+00
1703,11,12,7,0.0067,f,,,12,1,0,0,0,0.2845,0,2026-05-01 12:44:16.788+00
1704,12,36,44,1.0000,t,75.35,,11,10,513,0,0,0.4021,0,2026-05-01 12:44:16.788+00
1704,12,16,25,1.0000,t,76.41,,12,10,19,0,0,0.4300,0,2026-05-01 12:44:16.788+00
1704,12,14,21,0.2519,f,67.51,,60,9,339,0,0,0.8990,0,2026-05-01 12:44:16.788+00
1704,12,28,31,1.0000,t,86.52,,11,11,260,0,0,0.3333,0,2026-05-01 12:44:16.788+00
1704,12,12,7,0.3725,f,64.16,,41,10,892,1,0,0.6913,0,2026-05-01 12:44:16.788+00
1704,12,31,27,0.1964,t,72.81,0.0053,50,5,0,16,0,0.7839,0,2026-05-01 12:44:16.788+00
1704,12,13,20,1.0000,t,74.55,,10,10,50,0,0,0.3581,0,2026-05-01 12:44:16.788+00
1704,12,21,3,0.6214,f,,,9,9,783,0,0,0.3000,0,2026-05-01 12:44:16.788+00
1704,12,29,11,1.0000,t,74.46,,6,6,837,0,0,0.3245,0,2026-05-01 12:44:16.788+00
1705,1,6,8,0.0087,t,54.18,0.0021,14,1,0,4,0,0.3185,1,2026-05-01 12:44:16.788+00
1705,1,25,33,0.0393,t,49.63,,8,1,0,1,0,0.2406,1,2026-05-01 12:44:16.788+00
1705,1,22,2,0.0671,f,,,8,1,0,0,0,0.2417,0,2026-05-01 12:44:16.788+00
